"rank","personName","finalWorth","age","country","industries","selfMade","gdp_country","gross_tertiary_education_enrollment","tax_revenue_country","total_tax_rate_country","population_country","female"
1164,"C. Dean Metropoulos",2600,76,"United States","Food & Beverage",1,21427.7,88.2,9.6,36.6,328.239523,0
1164,"Hans Georg Naeder",2600,61,"Germany","Manufacturing",0,3845.630030824,70.2,11.5,48.8,83.132799,0
1164,"Falguni Nayar",2600,60,"India","Fashion & Retail",1,2611,28.1,11.2,49.7,1366.417754,1
1164,"James Packer",2600,55,"United States","Finance & Investments",0,21427.7,88.2,9.6,36.6,328.239523,0
1164,"Alexander Ponomarenko",2600,58,"Russia","Logistics",1,1699.876578871,81.9,11.4,46.2,144.373535,0
1164,"Nicholas Pritzker",2600,79,"United States","Finance & Investments",0,21427.7,88.2,9.6,36.6,328.239523,0
1164,"Alejandro Santo Domingo",2600,46,"United States","Food & Beverage",0,21427.7,88.2,9.6,36.6,328.239523,0
1164,"Steven Sarowitz",2600,57,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
1164,"Maria-Elisabeth Schaeffler-Thumann",2600,81,"Germany","Automotive",0,3845.630030824,70.2,11.5,48.8,83.132799,1
1164,"Leonard Schleifer",2600,70,"United States","Healthcare",1,21427.7,88.2,9.6,36.6,328.239523,0
1164,"Dieter Schnabel",2600,77,"Germany","Manufacturing",0,3845.630030824,70.2,11.5,48.8,83.132799,0
1164,"Michael S. Smith",2600,67,"United States","Energy",1,21427.7,88.2,9.6,36.6,328.239523,0
1164,"Julia Thiele-Schuerhoff",2600,51,"Germany","Manufacturing",0,3845.630030824,70.2,11.5,48.8,83.132799,1
1164,"John Tyson & family",2600,69,"United States","Food & Beverage",0,21427.7,88.2,9.6,36.6,328.239523,0
1164,"Zhao Lixin",2600,57,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
1164,"Hongyi Zhou",2600,52,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
1217,"S. Daniel Abraham",2500,98,"United States","Food & Beverage",1,21427.7,88.2,9.6,36.6,328.239523,0
1217,"Bill Alfond",2500,74,"United States","Fashion & Retail",0,21427.7,88.2,9.6,36.6,328.239523,0
1217,"Susan Alfond",2500,77,"United States","Fashion & Retail",0,21427.7,88.2,9.6,36.6,328.239523,1
1217,"Ted Alfond",2500,78,"United States","Fashion & Retail",0,21427.7,88.2,9.6,36.6,328.239523,0
1217,"Riley Bechtel & family",2500,71,"United States","Construction & Engineering",0,21427.7,88.2,9.6,36.6,328.239523,0
1217,"Thor Bjorgolfsson",2500,56,"United Kingdom","Diversified",1,2827.113184696,60,25.5,30.6,66.834405,0
1217,"Charles Bronfman",2500,91,"United States","Food & Beverage",0,21427.7,88.2,9.6,36.6,328.239523,0
1217,"Vivek Chand Burman",2500,85,"India","Food & Beverage",0,2611,28.1,11.2,49.7,1366.417754,0
1217,"Herb Chambers",2500,81,"United States","Automotive",1,21427.7,88.2,9.6,36.6,328.239523,0
1217,"Cheng Yixiao",2500,39,"China","Media & Entertainment",1,19910,50.6,9.4,59.2,1397.715,0
1217,"Andrew Cherng",2500,75,"United States","Food & Beverage",1,21427.7,88.2,9.6,36.6,328.239523,0
1217,"Peggy Cherng",2500,75,"United States","Food & Beverage",1,21427.7,88.2,9.6,36.6,328.239523,1
1217,"Leon G. Cooperman",2500,79,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1217,"Yadu Hari Dalmia & family",2500,75,"India","Manufacturing",0,2611,28.1,11.2,49.7,1366.417754,0
1217,"Henry Davis",2500,72,"United States","Food & Beverage",0,21427.7,88.2,9.6,36.6,328.239523,0
1217,"Oleg Deripaska",2500,55,"Russia","Metals & Mining",1,1699.876578871,81.9,11.4,46.2,144.373535,0
1217,"Sergey Dmitriev",2500,57,"Cyprus","Technology",1,24.564647935,75.9,24.5,22.4,1.198575,0
1217,"Joseph Edelman",2500,67,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1217,"Sandeep Engineer",2500,61,"India","Manufacturing",1,2611,28.1,11.2,49.7,1366.417754,0
1217,"Alceu Elias Feldmann & family",2500,73,"Brazil","Energy",1,1839.758040766,51.3,14.2,65.1,212.559417,0
1217,"Serge Godin",2500,73,"Canada","Technology",1,1736.42562952,68.9,12.8,24.5,36.991981,0
1217,"Alec Gores",2500,70,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1217,"Bill Haslam",2500,64,"United States","Fashion & Retail",0,21427.7,88.2,9.6,36.6,328.239523,0
1217,"J. Tomilson Hill",2500,74,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1217,"Jay-Z",2500,53,"United States","Media & Entertainment",1,21427.7,88.2,9.6,36.6,328.239523,0
1217,"Baba Kalyani",2500,74,"India","Automotive",0,2611,28.1,11.2,49.7,1366.417754,0
1217,"Saban Cemil Kazanci",2500,62,"Turkey","Energy",0,754.411708203,23.9,17.9,42.3,83.429615,0
1217,"Brad Kelley",2500,66,"United States","Real Estate",1,21427.7,88.2,9.6,36.6,328.239523,0
1217,"Wolfgang Leitner",2500,70,"Austria","Construction & Engineering",1,446.314739528,85.1,25.4,51.4,8.877067,0
1217,"Li Hongxin & family",2500,70,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
1217,"Lu Yiwen",2500,36,"China","Fashion & Retail",1,19910,50.6,9.4,59.2,1397.715,1
1217,"Prayudh Mahagitsiri",2500,77,"Thailand","Food & Beverage",0,543.649976166,49.3,14.9,29.5,69.625582,0
1217,"Willy Michel",2500,76,"Switzerland","Healthcare",1,703.08243536,59.6,10.1,28.8,8.574832,0
1217,"Lachhman Das Mittal",2500,92,"India","Automotive",0,2611,28.1,11.2,49.7,1366.417754,0
1217,"Bobby Murphy",2500,34,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
1217,"Tomas Olivo Lopez",2500,49,"Spain","Real Estate",1,1394.116310769,88.9,14.2,47,47.076781,0
1217,"Eren Ozmen",2500,64,"United States","Manufacturing",1,21427.7,88.2,9.6,36.6,328.239523,1
1217,"John Pritzker",2500,69,"United States","Finance & Investments",0,21427.7,88.2,9.6,36.6,328.239523,0
1217,"Qiu Minxiu",2500,77,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,1
1217,"Ferit Faik Sahenk",2500,59,"Turkey","Diversified",0,754.411708203,23.9,17.9,42.3,83.429615,0
1217,"Wenrong Shen",2500,77,"China","Metals & Mining",1,19910,50.6,9.4,59.2,1397.715,0
1217,"Yuzhu Shi",2500,60,"China","Diversified",1,19910,50.6,9.4,59.2,1397.715,0
1217,"Jeff Sutton",2500,63,"United States","Real Estate",1,21427.7,88.2,9.6,36.6,328.239523,0
1217,"Henry Sy, Jr.",2500,69,"Philippines","Diversified",0,376.79550868,35.5,14,43.1,108.116615,0
1217,"Andrew Tan",2500,71,"Philippines","Diversified",1,376.79550868,35.5,14,43.1,108.116615,0
1217,"Arvind Tiku",2500,53,"Singapore","Energy",1,372.062527489,84.8,13.1,21,5.703569,0
1217,"Byron Trott",2500,64,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1217,"Donald Trump",2500,76,"United States","Real Estate",0,21427.7,88.2,9.6,36.6,328.239523,0
1217,"Peter Unger",2500,78,"Germany","Automotive",1,3845.630030824,70.2,11.5,48.8,83.132799,0
1217,"Roger Wang",2500,74,"China","Fashion & Retail",1,19910,50.6,9.4,59.2,1397.715,0
1217,"Oprah Winfrey",2500,69,"United States","Media & Entertainment",1,21427.7,88.2,9.6,36.6,328.239523,1
1217,"Wu Zhigang & family",2500,88,"China","Food & Beverage",1,19910,50.6,9.4,59.2,1397.715,0
1217,"Xie Weitong",2500,66,"Singapore","Metals & Mining",1,372.062527489,84.8,13.1,21,5.703569,0
1217,"Ye Guofu",2500,45,"China","Fashion & Retail",1,19910,50.6,9.4,59.2,1397.715,0
1272,"Brian Acton",2400,51,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
1272,"Abdulla Al Futtaim & family",2400,83,"United Arab Emirates","Automotive",0,421.142267938,36.8,0.1,15.9,9.770529,0
1272,"Edward Bass",2400,77,"United States","Energy",0,21427.7,88.2,9.6,36.6,328.239523,0
1272,"Koos Bekker",2400,70,"South Africa","Media & Entertainment",1,351.431649241,22.4,27.5,29.2,58.55827,0
1272,"Otto Philipp Braun",2400,45,"Germany","Healthcare",0,3845.630030824,70.2,11.5,48.8,83.132799,0
1272,"Chen Tei-fu",2400,74,"United States","Fashion & Retail",1,21427.7,88.2,9.6,36.6,328.239523,0
1272,"Abilio dos Santos Diniz",2400,86,"Brazil","Fashion & Retail",0,1839.758040766,51.3,14.2,65.1,212.559417,0
1272,"Marcel Erni",2400,58,"Switzerland","Finance & Investments",1,703.08243536,59.6,10.1,28.8,8.574832,0
1272,"Doris Fisher",2400,91,"United States","Fashion & Retail",1,21427.7,88.2,9.6,36.6,328.239523,1
1272,"Gerald Ford",2400,78,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1272,"Bernard Fraisse & family",2400,66,"France","Healthcare",1,2715.518274227,65.6,24.2,60.7,67.059887,0
1272,"Alfred Gantner",2400,55,"Switzerland","Finance & Investments",1,703.08243536,59.6,10.1,28.8,8.574832,0
1272,"Paul Gauselmann & family",2400,88,"Germany","Gambling & Casinos",1,3845.630030824,70.2,11.5,48.8,83.132799,0
1272,"Mitchell Goldhar",2400,61,"Canada","Real Estate",1,1736.42562952,68.9,12.8,24.5,36.991981,0
1272,"Peter Hargreaves",2400,76,"United Kingdom","Finance & Investments",1,2827.113184696,60,25.5,30.6,66.834405,0
1272,"Xuande Hua & family",2400,79,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,0
1272,"Kwek Leng Kee",2400,68,"Singapore","Diversified",0,372.062527489,84.8,13.1,21,5.703569,0
1272,"Catherine Lozick",2400,77,"United States","Manufacturing",0,21427.7,88.2,9.6,36.6,328.239523,1
1272,"Kalanithi Maran",2400,57,"India","Media & Entertainment",1,2611,28.1,11.2,49.7,1366.417754,0
1272,"Jed McCaleb",2400,48,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1272,"Fatih Ozmen",2400,65,"United States","Manufacturing",1,21427.7,88.2,9.6,36.6,328.239523,0
1272,"Tor Peterson",2400,58,"Switzerland","Metals & Mining",1,703.08243536,59.6,10.1,28.8,8.574832,0
1272,"Daniel Pritzker",2400,63,"United States","Finance & Investments",0,21427.7,88.2,9.6,36.6,328.239523,0
1272,"Jinxing Qi",2400,61,"China","Real Estate",1,19910,50.6,9.4,59.2,1397.715,0
1272,"Qiu Jianping & family",2400,61,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
1272,"Rajan Raheja & family",2400,68,"India","Diversified",0,2611,28.1,11.2,49.7,1366.417754,0
1272,"Matthias Reinhart",2400,63,"Switzerland","Finance & Investments",1,703.08243536,59.6,10.1,28.8,8.574832,0
1272,"Arnout Schuijff",2400,55,"Netherlands","Technology",1,909.070395161,85,23,41.2,17.33285,0
1272,"Hans Sy",2400,67,"Philippines","Diversified",0,376.79550868,35.5,14,43.1,108.116615,0
1272,"Herbert Sy",2400,66,"Philippines","Diversified",0,376.79550868,35.5,14,43.1,108.116615,0
1272,"Lucio Tan",2400,88,"Philippines","Diversified",1,376.79550868,35.5,14,43.1,108.116615,0
1272,"Ted Turner",2400,84,"United States","Media & Entertainment",0,21427.7,88.2,9.6,36.6,328.239523,0
1272,"David Walentas",2400,84,"United States","Real Estate",1,21427.7,88.2,9.6,36.6,328.239523,0
1272,"Urs Wietlisbach",2400,61,"Switzerland","Finance & Investments",1,703.08243536,59.6,10.1,28.8,8.574832,0
1272,"Jerry Yang",2400,54,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
1272,"Yang Jianliang & family",2400,53,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
1272,"Yang Weidong & family",2400,54,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
1272,"Mortimer Zuckerman",2400,85,"United States","Real Estate",1,21427.7,88.2,9.6,36.6,328.239523,0
1312,"John Armitage",2300,63,"United Kingdom","Finance & Investments",1,2827.113184696,60,25.5,30.6,66.834405,0
1312,"Lee Bass",2300,66,"United States","Energy",0,21427.7,88.2,9.6,36.6,328.239523,0
1312,"John Bicket",2300,43,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
1312,"Sanjit Biswas",2300,41,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
1312,"Timothy Boyle",2300,73,"United States","Fashion & Retail",1,21427.7,88.2,9.6,36.6,328.239523,0
1312,"K. Dinesh",2300,68,"India","Technology",1,2611,28.1,11.2,49.7,1366.417754,0
1312,"James Duff",2300,62,"United States","Diversified",1,21427.7,88.2,9.6,36.6,328.239523,0
1312,"Thomas Duff",2300,66,"United States","Diversified",1,21427.7,88.2,9.6,36.6,328.239523,0
1312,"Daniel Ek",2300,40,"Sweden","Technology",1,530.832908738,67,27.9,49.1,10.285453,0
1312,"John Fisher",2300,61,"United States","Fashion & Retail",0,21427.7,88.2,9.6,36.6,328.239523,0
1312,"Georg Haub",2300,61,"Germany","Fashion & Retail",0,3845.630030824,70.2,11.5,48.8,83.132799,0
1312,"Erman Ilicak",2300,55,"Turkey","Construction & Engineering",1,754.411708203,23.9,17.9,42.3,83.429615,0
1312,"Justin Ishbia",2300,45,"United States","Finance & Investments",0,21427.7,88.2,9.6,36.6,328.239523,0
1312,"Long Jiang",2300,49,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
1312,"Bruce Karsh",2300,67,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1312,"Bom Kim",2300,44,"South Korea","Technology",1,2029,94.3,15.6,33.2,51.709098,0
1312,"Hua Li",2300,45,"China","Finance & Investments",1,19910,50.6,9.4,59.2,1397.715,0
1312,"Lim Kok Thay",2300,71,"Malaysia","Gambling & Casinos",0,364.701517788,45.1,12,38.7,32.447385,0
1312,"Kishore Mariwala",2300,88,"India","Food & Beverage",0,2611,28.1,11.2,49.7,1366.417754,0
1312,"Clayton Mathile",2300,82,"United States","Food & Beverage",1,21427.7,88.2,9.6,36.6,328.239523,0
1312,"Mi Enhua",2300,65,"China","Fashion & Retail",1,19910,50.6,9.4,59.2,1397.715,0
1312,"Vadim Moshkovich",2300,55,"Russia","Food & Beverage",1,1699.876578871,81.9,11.4,46.2,144.373535,0
1312,"David Murdock",2300,99,"United States","Food & Beverage",1,21427.7,88.2,9.6,36.6,328.239523,0
1312,"David Nahmad",2300,75,"United States","Fashion & Retail",1,21427.7,88.2,9.6,36.6,328.239523,0
1312,"Lirio Parisotto",2300,69,"Brazil","Finance & Investments",1,1839.758040766,51.3,14.2,65.1,212.559417,0
1312,"Alberto Prada",2300,69,"Italy","Fashion & Retail",0,2001.244392042,61.9,24.3,59.1,60.297396,0
1312,"Marina Prada",2300,77,"Italy","Fashion & Retail",0,2001.244392042,61.9,24.3,59.1,60.297396,1
1312,"Filiz Sahenk",2300,56,"Turkey","Diversified",0,754.411708203,23.9,17.9,42.3,83.429615,1
1312,"Richard Sands",2300,72,"United States","Food & Beverage",0,21427.7,88.2,9.6,36.6,328.239523,0
1312,"Stephan Schmidheiny",2300,75,"Switzerland","Finance & Investments",0,703.08243536,59.6,10.1,28.8,8.574832,0
1312,"Alberto Siccardi & family",2300,78,"Switzerland","Healthcare",0,703.08243536,59.6,10.1,28.8,8.574832,0
1312,"Stefan Soloviev",2300,47,"United States","Real Estate",0,21427.7,88.2,9.6,36.6,328.239523,0
1312,"Tian Ming",2300,69,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
1312,"Jayshree Ullal",2300,62,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,1
1312,"Georg von Opel",2300,56,"United Kingdom","Finance & Investments",0,2827.113184696,60,25.5,30.6,66.834405,0
1312,"Lang Walker",2300,77,"Australia","Real Estate",1,1392.680589329,113.1,23,47.4,25.766605,0
1312,"Xicheng Wang & family",2300,74,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
1312,"Wang Zhenhua",2300,61,"China","Real Estate",1,19910,50.6,9.4,59.2,1397.715,0
1312,"Paul-Heinz Wesjohann & family",2300,79,"Germany","Food & Beverage",1,3845.630030824,70.2,11.5,48.8,83.132799,0
1312,"Xie Bingkun & family",2300,56,"China","Fashion & Retail",1,19910,50.6,9.4,59.2,1397.715,0
1312,"Xu Shugen",2300,57,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
1312,"Zhang Jingzhang & family",2300,87,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
1368,"George Argyros & family",2200,86,"United States","Real Estate",1,21427.7,88.2,9.6,36.6,328.239523,0
1368,"Brian Armstrong",2200,40,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1368,"Albert Avdolyan",2200,52,"Russia","Energy",1,1699.876578871,81.9,11.4,46.2,144.373535,0
1368,"Sezai Bacaksiz",2200,73,"Turkey","Diversified",1,754.411708203,23.9,17.9,42.3,83.429615,0
1368,"Aneel Bhusri",2200,57,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
1368,"J. Hyatt Brown",2200,85,"United States","Finance & Investments",0,21427.7,88.2,9.6,36.6,328.239523,0
1368,"Chen Jinxia",2200,55,"China","Finance & Investments",0,19910,50.6,9.4,59.2,1397.715,1
1368,"Chen Xueli",2200,71,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,0
1368,"Dong Wei",2200,52,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,0
1368,"Tom Ford",2200,61,"United States","Fashion & Retail",1,21427.7,88.2,9.6,36.6,328.239523,0
1368,"Fu Guangming & family",2200,69,"China","Food & Beverage",1,19910,50.6,9.4,59.2,1397.715,0
1368,"Noam Gottesman",2200,61,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1368,"Jeffrey Gundlach",2200,64,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1368,"Hao Hong",2200,67,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,0
1368,"Shmuel Harlap",2200,78,"Israel","Automotive",0,395.098666122,63.4,23.1,25.3,9.0533,0
1368,"Hans-Werner Hector",2200,83,"Germany","Technology",1,3845.630030824,70.2,11.5,48.8,83.132799,0
1368,"Lutz Mario Helmig & family",2200,76,"Germany","Healthcare",1,3845.630030824,70.2,11.5,48.8,83.132799,0
1368,"Chulong Huang",2200,64,"China","Real Estate",1,19910,50.6,9.4,59.2,1397.715,0
1368,"Thomas James",2200,80,"United States","Finance & Investments",0,21427.7,88.2,9.6,36.6,328.239523,0
1368,"James Jannard",2200,73,"United States","Fashion & Retail",1,21427.7,88.2,9.6,36.6,328.239523,0
1368,"Willis Johnson",2200,75,"United States","Automotive",1,21427.7,88.2,9.6,36.6,328.239523,0
1368,"Lai Shixian",2200,48,"China","Fashion & Retail",1,19910,50.6,9.4,59.2,1397.715,0
1368,"Chris Larsen",2200,62,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1368,"Solomon Lew",2200,78,"Australia","Fashion & Retail",1,1392.680589329,113.1,23,47.4,25.766605,0
1368,"Liang Xinjun",2200,54,"Singapore","Diversified",1,372.062527489,84.8,13.1,21,5.703569,0
1368,"Harald Link",2200,68,"Thailand","Diversified",0,543.649976166,49.3,14.9,29.5,69.625582,0
1368,"Max Lytvyn",2200,43,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
1368,"Igor Makarov",2200,60,"United States","Energy",1,21427.7,88.2,9.6,36.6,328.239523,0
1368,"Howard Marks",2200,76,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1368,"Charles Munger",2200,99,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1368,"Adam Neumann",2200,44,"United States","Real Estate",1,21427.7,88.2,9.6,36.6,328.239523,0
1368,"Thi Phuong Thao Nguyen",2200,52,"Vietnam","Diversified",1,261.921244843,28.5,19.1,37.6,96.462106,1
1368,"Ni Yongpei & family",2200,71,"China","Food & Beverage",1,19910,50.6,9.4,59.2,1397.715,0
1368,"Heloise Pratt",2200,60,"Australia","Manufacturing",0,1392.680589329,113.1,23,47.4,25.766605,1
1368,"Qi Xiangdong",2200,52,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
1368,"Phillip T. (Terry) Ragon",2200,73,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
1368,"Prathap Reddy",2200,91,"India","Healthcare",1,2611,28.1,11.2,49.7,1366.417754,0
1368,"Jerry Reinsdorf",2200,87,"United States","Sports",1,21427.7,88.2,9.6,36.6,328.239523,0
1368,"Chad Richison",2200,52,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
1368,"Karl Scheufele, III. & family",2200,84,"Switzerland","Fashion & Retail",1,703.08243536,59.6,10.1,28.8,8.574832,0
1368,"Alice Schwartz",2200,96,"United States","Healthcare",1,21427.7,88.2,9.6,36.6,328.239523,1
1368,"Alex Shevchenko",2200,43,"Canada","Technology",1,1736.42562952,68.9,12.8,24.5,36.991981,0
1368,"Kavitark Ram Shriram",2200,66,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
1368,"Jeffrey Soffer",2200,55,"United States","Real Estate",0,21427.7,88.2,9.6,36.6,328.239523,0
1368,"William Stone",2200,67,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
1368,"Henry Swieca",2200,65,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1368,"Harley Sy",2200,63,"Philippines","Diversified",0,376.79550868,35.5,14,43.1,108.116615,0
1368,"Teresita Sy-Coson",2200,72,"Philippines","Diversified",0,376.79550868,35.5,14,43.1,108.116615,1
1368,"Katsumi Tada",2200,77,"Japan","Real Estate",1,5081.76954238,63.2,11.9,46.7,126.226568,0
1368,"Tang Jinkui & family",2200,67,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
1368,"Tang Xiao'ou",2200,55,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
1368,"Lottie Tham & family",2200,73,"Sweden","Fashion & Retail",0,530.832908738,67,27.9,49.1,10.285453,1
1368,"Shamsheer Vayalil",2200,46,"United Arab Emirates","Healthcare",0,421.142267938,36.8,0.1,15.9,9.770529,0
1368,"Radha Vembu",2200,50,"India","Technology",0,2611,28.1,11.2,49.7,1366.417754,1
1368,"Wang Wenmo",2200,66,"China","Fashion & Retail",1,19910,50.6,9.4,59.2,1397.715,0
1368,"Wang Zhenghua",2200,78,"China","Service",1,19910,50.6,9.4,59.2,1397.715,0
1368,"David Wertheim",2200,65,"Israel","Food & Beverage",0,395.098666122,63.4,23.1,25.3,9.0533,0
1368,"Kai Wu",2200,55,"China","Energy",1,19910,50.6,9.4,59.2,1397.715,0
1368,"Xu Yingzhuo",2200,55,"China","Food & Beverage",1,19910,50.6,9.4,59.2,1397.715,0
1368,"Huijiao Yu",2200,57,"China","Logistics",1,19910,50.6,9.4,59.2,1397.715,0
1368,"Oren Zeev",2200,58,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1368,"Clayton Zekelman",2200,54,"Canada","Manufacturing",0,1736.42562952,68.9,12.8,24.5,36.991981,0
1368,"Zhao Fenggang",2200,57,"China","Energy",1,19910,50.6,9.4,59.2,1397.715,0
1434,"Alex Beard",2100,55,"United Kingdom","Metals & Mining",1,2827.113184696,60,25.5,30.6,66.834405,0
1434,"Travis Boersma",2100,52,"United States","Food & Beverage",1,21427.7,88.2,9.6,36.6,328.239523,0
1434,"William Boyd & family",2100,91,"United States","Gambling & Casinos",1,21427.7,88.2,9.6,36.6,328.239523,0
1434,"Anand Burman",2100,70,"India","Food & Beverage",0,2611,28.1,11.2,49.7,1366.417754,0
1434,"Cao Ji",2100,71,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
1434,"Chi Yufeng",2100,52,"China","Technology",0,19910,50.6,9.4,59.2,1397.715,0
1434,"Beda Diethelm",2100,82,"Switzerland","Healthcare",1,703.08243536,59.6,10.1,28.8,8.574832,0
1434,"Domenico Dolce",2100,64,"Italy","Fashion & Retail",1,2001.244392042,61.9,24.3,59.1,60.297396,0
1434,"Ralph Dommermuth",2100,59,"Germany","Technology",1,3845.630030824,70.2,11.5,48.8,83.132799,0
1434,"Georgi Domuschiev",2100,50,"United Kingdom","Diversified",1,2827.113184696,60,25.5,30.6,66.834405,0
1434,"Kiril Domuschiev",2100,53,"United Kingdom","Diversified",1,2827.113184696,60,25.5,30.6,66.834405,0
1434,"Bob Ell",2100,78,"Australia","Real Estate",1,1392.680589329,113.1,23,47.4,25.766605,0
1434,"Paul Foster",2100,65,"United States","Energy",1,21427.7,88.2,9.6,36.6,328.239523,0
1434,"Stefano Gabbana",2100,60,"Italy","Fashion & Retail",1,2001.244392042,61.9,24.3,59.1,60.297396,0
1434,"Xingjiang Gao",2100,59,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
1434,"Gordon Getty",2100,89,"United States","Energy",0,21427.7,88.2,9.6,36.6,328.239523,0
1434,"Kamal Ghaffarian",2100,64,"United States","Energy",1,21427.7,88.2,9.6,36.6,328.239523,0
1434,"Dennis Gillings",2100,78,"United States","Healthcare",1,21427.7,88.2,9.6,36.6,328.239523,0
1434,"Harsh Goenka",2100,65,"India","Diversified",0,2611,28.1,11.2,49.7,1366.417754,0
1434,"Sanjiv Goenka",2100,62,"India","Diversified",0,2611,28.1,11.2,49.7,1366.417754,0
1434,"Jane Goldman",2100,67,"United States","Real Estate",0,21427.7,88.2,9.6,36.6,328.239523,1
1434,"Stein Erik Hagen",2100,66,"Norway","Fashion & Retail",1,403.336363636,82,23.9,36.2,5.347896,0
1434,"Bahaa Hariri",2100,56,"Switzerland","Real Estate",0,703.08243536,59.6,10.1,28.8,8.574832,0
1434,"Hortensia Herrero",2100,72,"Spain","Fashion & Retail",0,1394.116310769,88.9,14.2,47,47.076781,1
1434,"Huang Min",2100,49,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
1434,"Jared Isaacman",2100,40,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
1434,"Eugene Kaspersky",2100,57,"Russia","Technology",1,1699.876578871,81.9,11.4,46.2,144.373535,0
1434,"Artem Khachatryan",2100,48,"Cyprus","Fashion & Retail",1,24.564647935,75.9,24.5,22.4,1.198575,0
1434,"Andrei Krivenko",2100,47,"Russia","Food & Beverage",1,1699.876578871,81.9,11.4,46.2,144.373535,0
1434,"Marc Lasry",2100,62,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
1434,"Christian Latouche & family",2100,82,"France","Finance & Investments",1,2715.518274227,65.6,24.2,60.7,67.059887,0
1434,"Theodore Leonsis",2100,67,"United States","Sports",1,21427.7,88.2,9.6,36.6,328.239523,0
1434,"Liu Chengyu & family",2100,60,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
1434,"Sergey Lomakin",2100,49,"Cyprus","Fashion & Retail",1,24.564647935,75.9,24.5,22.4,1.198575,0
1434,"Daniel Lubetzky",2100,54,"United States","Food & Beverage",1,21427.7,88.2,9.6,36.6,328.239523,0
1434,"Anand Mahindra",2100,67,"India","Diversified",0,2611,28.1,11.2,49.7,1366.417754,0
1434,"Rafique Malik",2100,72,"India","Fashion & Retail",0,2611,28.1,11.2,49.7,1366.417754,0
1434,"Katarina Martinson",2100,41,"Sweden","Diversified",0,530.832908738,67,27.9,49.1,10.285453,1
